id,name,key,description,namespace,permission_set,value,status,error,mode
12,F01201,feature-1-card,,shared,write_and_sf_access,"RX Connect takes your riding experience to a new level. You can completely secure your bike with the standard, integrated RX Chip and the RX Service to go along with it. Activate ConnectRide Free for one year free of charge: the RX Connect app shows the location of your bike, offers a digital motion alarm and automatically records rides with extensive riding statistics.",active,,append
13,F01201,feature-1-card,,shared,write_and_sf_access,"The Packster2 70 handles like a pro — smooth to steer, simple to park, and easy to hop on and off. Its cable steering lets you glide through tight spots, even fully loaded. Need more space? The rear carrier adds room for up to 27 kg of extra cargo.",active,,append
14,F01201,feature-1-card,,shared,write_and_sf_access,"The EPP transport box is fully recyclable and made with zero emissions. Optional child seats include five-point belts and side-impact protection for peace of mind. Add the buggy kit for easy access with half-height side walls — all within a tough frame that supports the weather cover and shields your passengers.",active,,append
15,F01201,feature-1-card,,shared,write_and_sf_access,"A powerful headlight with daytime running light and well-placed reflectors keeps you visible at all times. The optional Bosch ABS and Magura disc brakes add extra stopping power and control — preventing skids and slips, even in sudden stops.",active,,append
16,F01201,product-options-1-card,,shared,write_and_sf_access,"With swept-back handlebars and a wide saddle, the Comfort Kit lets you ride in a relaxed, upright position — perfect for cruising in comfort.",active,,append
17,F01201,product-options-1-card,,shared,write_and_sf_access,"With a massive 1,500 Wh of power, Riese & Müller’s DualBattery tech delivers double the range, fewer charging stops, and the freedom to take on bigger adventures — or just forget about range altogether in daily life.",active,,append
18,F01201,product-options-1-card,,shared,write_and_sf_access,"Track fitness, pair with heart rate monitors via Bluetooth, and navigate without maps when linked to your phone. The Kiox 300 puts training insights and ride control right at your fingertips — all operated through the intuitive LED Remote.",active,,append
19,F01201,product-options-1-card,,shared,write_and_sf_access,"Tackle rough terrain with Schwalbe Smart Sam Plus tires. A wide centre tread keeps you rolling fast, while aggressive side lugs grip hard in corners. Plus, a 3 mm puncture guard adds tough protection where it counts.",active,,append
20,F01201,product-options-1-card,,shared,write_and_sf_access,"Designed for up to 5 kg per side, this sleek rack keeps your panniers secure without adding bulk. Rear and brake lights are seamlessly built in — a clean look with smart function.",active,,append
21,F01201,product-options-1-card,,shared,write_and_sf_access,"With powerful Tektro TRP C 2.3 brakes, premium Supernova lighting, and a suspension seatpost, the Performance Kit delivers serious control, comfort, and confidence. Brake harder, see further, and ride smoother — even under heavy loads.",active,,append
22,F01201,specification-table-1-card,,shared,write_and_sf_access,"<div class=""module container-center m30-layer-content background-grey"" data-layer-target=""specifications-table-1"">
                                                
<div class=""grid text-spaces"">

    <p class=""addition s-12 m-12 l-12"">Components</p>
    <h2 class=""s-12 m-12 l-12""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
        The Packster2 70 touring in detail
    </font></font></h2>

    
    <div class=""s-12 m-12 l-12"">
        <div class=""specs specs--basic"">
            <div class=""specs__table"">
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Frame colour
                            </span>
                            <span class=""specs__value"">
                                chili matt*; urban grey matt*; white*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Suspension fork
                            </span>
                            <span class=""specs__value"">
                                Suntour Mobie 34 CGO Boost, 20"", 80mm
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rear shock
                            </span>
                            <span class=""specs__value"">
                                X-Fusion Glyde*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Headset
                            </span>
                            <span class=""specs__value"">
                                Acros Integration X, block lock; Cane Creek ViscoSet
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Seatpost
                            </span>
                            <span class=""specs__value"">
                                JD-SP66, Alu, 34,9 x 400mm; Satori Elegance-LT OV 34,9 x 405mm*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Seatclamp
                            </span>
                            <span class=""specs__value"">
                                JD, 40,0 mm, QR
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Tires
                            </span>
                            <span class=""specs__value"">
                                Schwalbe Big Ben Plus 55-406 Reflex; Schwalbe Super Moto-X 62-559 Reflex; Schwalbe 20"" Smart Sam Plus 60-406 ECE-R75*; Schwalbe Smart Sam Plus 57-559 Reflex*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Tubes
                            </span>
                            <span class=""specs__value"">
                                Schwalbe AV13; Schwalbe AV7
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rims
                            </span>
                            <span class=""specs__value"">
                                Mach1 Trucky30 20"" CNC; Mach1 Trucky30 26"" CNC
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Spokes
                            </span>
                            <span class=""specs__value"">
                                Sapim Leader 2,0 mm, Inox, black
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Front hub
                            </span>
                            <span class=""specs__value"">
                                Novatec Boost Cargo Disc 32H
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rear hub
                            </span>
                            <span class=""specs__value"">
                                Novatec Boost, Disc, QR, 36H
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Battery
                            </span>
                            <span class=""specs__value"">
                                Akku Bosch Powertube 750 Vertical
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Motor
                            </span>
                            <span class=""specs__value"">
                                Bosch Cargo Line (smart system)
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Display
                            </span>
                            <span class=""specs__value"">
                                Bosch Intuvia 100; Bosch Kiox 300*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Crankset
                            </font></font></span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                FSA/Riese &amp; Müller, 170 mm
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Chain ring
                            </span>
                            <span class=""specs__value"">
                                42T
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Chain guard
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Chain guard
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Chain
                            </span>
                            <span class=""specs__value"">
                                KMC X11
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Cassette
                            </span>
                            <span class=""specs__value"">
                                Shimano CUES CS-LG400-11,11-50T
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Saddle
                            </span>
                            <span class=""specs__value"">
                                Selle Royal New Lookin Male Eco; Selle Royal New Lookin Female Eco*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Pedals
                            </span>
                            <span class=""specs__value"">
                                VP R&amp;M Custom
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Shifting system
                            </span>
                            <span class=""specs__value"">
                                Shimano CUES RD-U8000 11-S
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Shifter
                            </span>
                            <span class=""specs__value"">
                                Shimano XT 11-S Linkglide
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Handlebar
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Satori Horizon, 31.8 mm, 9°, B=620 mm; Satori Noirette Plus, 31.8 mm, Alu*
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Stem
                            </span>
                            <span class=""specs__value"">
                                Satori, 60 mm, +/-17°
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Grips
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Ergon ergonomic
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Brakes
                            </span>
                            <span class=""specs__value"">
                                Tektro Auriga Comp HD-500, disc brake; Magura MT C ABS*; Tektro TRP C 2.3 disc brake*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Front light
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Supernova mini 2; Supernova M99 Mini Pro-25*
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Tail light
                            </span>
                            <span class=""specs__value"">
                                Busch &amp; Müller Toplight 2C LED; Supernova M99, integrated brake light*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Mudguards
                            </font></font></span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                SKS A69R
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Luggage rack
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Riese &amp; Müller, MIK; Riese &amp; Müller*
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rubber
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Bibia
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Bell
                            </span>
                            <span class=""specs__value"">
                                Billy
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Kickstand
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Kickstand Riese &amp; Müller
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Lock
                            </span>
                            <span class=""specs__value"">
                                ABUS Shield X+; ABUS Rahmenschlosskette 130 cm*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                RX Hardware
                            </span>
                            <span class=""specs__value"">
                                RX Chip (für RX Services)*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Frame size [cm]
                            </span>
                            <span class=""specs__value"">
                                universal*
                            </span>
                        </div>
                    </div>
                
            </div>

            <div class=""specs__footer"">
                <small>
                    <p>The specification table indicates all available components for this model – not just the basic equipment. Some of the options listed are only available for a surcharge. For more information, see the Configurator. Riese&nbsp;&amp;&nbsp;Müller reserves the right to make technical modifications as well as changes to the shape, colour and/or weight within reasonable limits.</p>

                    
                        <p>* May differ depending on the availability in your country, design or configuration of the model.</p>
                    
                </small>
            </div>
        </div>
    </div>
    

</div>

                                            </div>",active,,append
23,F01200,product-options-1-card,,shared,write_and_sf_access,"The 130 cm Abus chain lock pairs with the frame lock for added protection — tough 6 mm links that secure your bike to fixed objects or lock multiple bikes together. One key fits the frame, chain, and battery locks. The lock stows in a Vaude saddle bag made from 100% recycled polyester, with a roll-top design for quick, easy access.

Note: May limit saddle height on smaller frames.",active,,append
24,F01200,product-options-1-card,,shared,write_and_sf_access,"Stay firmly in the saddle, even under hard braking. On asphalt or gravel, ABS 2.0 prevents skids, rear wheel lift, and sideways slips — for safer, more confident stops in any situation.",active,,append
25,F01200,specification-table-1-card,,shared,write_and_sf_access,"<div class=""module container-center m30-layer-content background-grey"" data-layer-target=""specifications-table-0"">
                                                
<div class=""grid text-spaces"">

    <p class=""addition s-12 m-12 l-12"">Components</p>
    <h2 class=""s-12 m-12 l-12"">
        The Packster2 70 family in detail
    </h2>

    
    <div class=""s-12 m-12 l-12"">
        <div class=""specs specs--basic"">
            <div class=""specs__table"">
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Frame colour
                            </span>
                            <span class=""specs__value"">
                                chili matt*; urban grey matt*; white*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Suspension fork
                            </span>
                            <span class=""specs__value"">
                                Suntour Mobie 34 CGO Boost, 20"", 80mm
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rear shock
                            </span>
                            <span class=""specs__value"">
                                X-Fusion Glyde*
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Headset
                            </span>
                            <span class=""specs__value"">
                                Acros Integration X, block lock; Cane Creek ViscoSet
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Seatpost
                            </span>
                            <span class=""specs__value"">
                                JD-SP66, Alu, 34,9 x 400mm
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Seatclamp
                            </span>
                            <span class=""specs__value"">
                                JD, 40,0 mm, QR
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Tires
                            </span>
                            <span class=""specs__value"">
                                Schwalbe Big Ben Plus 55-406 Reflex; Schwalbe Super Moto-X 62-559 Reflex
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Tubes
                            </span>
                            <span class=""specs__value"">
                                Schwalbe AV13; Schwalbe AV7
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rims
                            </span>
                            <span class=""specs__value"">
                                Mach1 Trucky30 20"" CNC; Mach1 Trucky30 26"" CNC
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Spokes
                            </span>
                            <span class=""specs__value"">
                                Sapim Leader 2,0 mm, Inox, black
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Front hub
                            </span>
                            <span class=""specs__value"">
                                Novatec Boost Cargo Disc 32H
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rear hub
                            </span>
                            <span class=""specs__value"">
                                Novatec, Disc, 36H
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Battery
                            </span>
                            <span class=""specs__value"">
                                Akku Bosch PowerTube 625 Vertical
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Motor
                            </span>
                            <span class=""specs__value"">
                                Bosch Cargo Line (smart system)
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Display
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Bosch Purion 200
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Crankset
                            </font></font></span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                FSA/Riese &amp; Müller, 170 mm
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Chain ring
                            </span>
                            <span class=""specs__value"">
                                42T
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Chain guard
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Chain guard ring
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Chain
                            </span>
                            <span class=""specs__value"">
                                KMC X11
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Cassette
                            </span>
                            <span class=""specs__value"">
                                Shimano CUES CS-LG400-10,11-48T
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Saddle
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Selle Royal Essenza Moderate 
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Pedals
                            </span>
                            <span class=""specs__value"">
                                VP R&amp;M Custom
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Shifting system
                            </span>
                            <span class=""specs__value"">
                                Shimano CUES RD-U6000 11/10-S
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Shifter
                            </span>
                            <span class=""specs__value"">
                                Shimano CUES SL-U6000 10-S
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Handlebar
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Satori Noirette Plus, 31.8 mm, Alu
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Stem
                            </span>
                            <span class=""specs__value"">
                                Satori, 60 mm, +/-17°
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Grips
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Ergon ergonomic
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Brakes
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Tektro Auriga Comp HD-500, disc brake
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Front light
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Supernova mini 2
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Tail light
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Busch &amp; Müller Toplight 2C LED
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Mudguards
                            </font></font></span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                SKS A69R
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Luggage rack
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Riese &amp; Müller, MIK
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Rubber
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Bibia
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Bell
                            </span>
                            <span class=""specs__value"">
                                Billy
                            </span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Kickstand
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                Kickstand Riese &amp; Müller
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Lock
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                ABUS Shield X+; ABUS frame lock chain 130 cm*
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                RX Hardware
                            </span>
                            <span class=""specs__value""><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">
                                RX Chip (for RX services)*
                            </font></font></span>
                        </div>
                    </div>
                
                    <div class=""specs__item"">
                        <div class=""specs__item-inner"">
                            <span class=""specs__name"">
                                Frame size [cm]
                            </span>
                            <span class=""specs__value"">
                                universal*
                            </span>
                        </div>
                    </div>
                
            </div>

            <div class=""specs__footer"">
                <small>
                    <p>The specification table indicates all available components for this model – not just the basic equipment. Some of the options listed are only available for a surcharge. For more information, see the Configurator. Riese&nbsp;&amp;&nbsp;Müller reserves the right to make technical modifications as well as changes to the shape, colour and/or weight within reasonable limits.</p>

                    
                        <p>* May differ depending on the availability in your country, design or configuration of the model.</p>
                    
                </small>
            </div>
        </div>
    </div>
    

</div>

                                            </div>",active,,append
